################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: ulisses.maffazioli
#     Report Created on: Sun Jul 12 22:20:42 2026
#     Working Directory: /home/mic63/ulisses.maffazioli/dft-labs/proj/santiago_cpu/0_synopsys_saed32_flow/_dft/advisor_flow
#     Report Location  : ./out_data/santiago/top_santiago_cpu/dft/dft_best_practice/spyglass_reports/dft/dft_data/dft_data_02.csv
#     SpyGlass Version : SpyGlass_vW-2024.09-SP2-8
#     Policy Name      : dft(SpyGlass_vW-2024.09-SP2-08)
#     Comment          : Flip-flop DFT Information
#
################################################################################
#CrossProbeTag:DFT_DATA_CSV_TAG
##Sheet_Prop: hidecols:1
##Sheet_Prop: cross-probe-data-col:1

TagId, Flip-flop Name, Bit Count, Scannability, Shift-CP-Root, Capture-CP-Root, D-Cnt in capture, RST-Cnt in capture, PRE-Cnt in capture, Observability, Used, Shift-Sim, Capture-Sim
118, top_santiago_cpu.uu_mem.\mem_reg[1][3] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
119, top_santiago_cpu.uu_mem.\mem_reg[1][4] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
120, top_santiago_cpu.uu_mem.\mem_reg[1][5] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
121, top_santiago_cpu.uu_mem.\mem_reg[1][6] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
122, top_santiago_cpu.uu_mem.\mem_reg[1][7] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
123, top_santiago_cpu.uu_mem.\mem_reg[1][8] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
124, top_santiago_cpu.uu_mem.\mem_reg[1][9] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
125, top_santiago_cpu.uu_mem.\mem_reg[1][10] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
126, top_santiago_cpu.uu_mem.\mem_reg[1][11] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
127, top_santiago_cpu.uu_mem.\mem_reg[1][12] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
128, top_santiago_cpu.uu_mem.\mem_reg[1][13] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
129, top_santiago_cpu.uu_mem.\mem_reg[1][14] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
130, top_santiago_cpu.uu_mem.\mem_reg[1][15] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
131, top_santiago_cpu.uu_mem.\mem_reg[0][0] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
132, top_santiago_cpu.uu_mem.\mem_reg[0][1] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
133, top_santiago_cpu.uu_mem.\mem_reg[0][2] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
134, top_santiago_cpu.uu_mem.\mem_reg[0][3] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
135, top_santiago_cpu.uu_mem.\mem_reg[0][4] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
136, top_santiago_cpu.uu_mem.\mem_reg[0][5] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
137, top_santiago_cpu.uu_mem.\mem_reg[0][6] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
138, top_santiago_cpu.uu_mem.\mem_reg[0][7] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
139, top_santiago_cpu.uu_mem.\mem_reg[0][8] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
140, top_santiago_cpu.uu_mem.\mem_reg[0][9] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
141, top_santiago_cpu.uu_mem.\mem_reg[0][10] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
142, top_santiago_cpu.uu_mem.\mem_reg[0][11] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
143, top_santiago_cpu.uu_mem.\mem_reg[0][12] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
144, top_santiago_cpu.uu_mem.\mem_reg[0][13] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
145, top_santiago_cpu.uu_mem.\mem_reg[0][14] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
146, top_santiago_cpu.uu_mem.\mem_reg[0][15] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X, Q->X D->X
147, top_santiago_cpu.uu_ctrl.\state_reg[0] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, PRE->01_cnt(yy-), observable, used, Q->X D->X, Q->X D->X
148, top_santiago_cpu.uu_ctrl.\state_reg[1] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
149, top_santiago_cpu.uu_ctrl.\state_reg[2] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
150, top_santiago_cpu.uu_ctrl.\state_reg[3] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
151, top_santiago_cpu.\ff_cmd_in_reg[0] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, PRE->01_cnt(yy-), observable, used, Q->X D->X, Q->X D->X
152, top_santiago_cpu.\ff_cmd_in_reg[1] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, PRE->01_cnt(yy-), observable, used, Q->X D->X, Q->X D->X
153, top_santiago_cpu.\ff_cmd_in_reg[2] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), pin absent, PRE->01_cnt(yy-), observable, used, Q->X D->X, Q->X D->X
154, top_santiago_cpu.\ff_cmd_in_reg[3] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
155, top_santiago_cpu.\ff_cmd_in_reg[4] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
156, top_santiago_cpu.\ff_cmd_in_reg[5] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
157, top_santiago_cpu.\ff_cmd_in_reg[6] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
158, top_santiago_cpu.\ff_dout_reg[0] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
159, top_santiago_cpu.\ff_dout_reg[1] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
160, top_santiago_cpu.\ff_dout_reg[2] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
161, top_santiago_cpu.\ff_dout_reg[3] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
162, top_santiago_cpu.\ff_dout_reg[4] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
163, top_santiago_cpu.\ff_dout_reg[5] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
164, top_santiago_cpu.\ff_dout_reg[6] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
165, top_santiago_cpu.\ff_dout_reg[7] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
166, top_santiago_cpu.\ff_dout_reg[8] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
167, top_santiago_cpu.\ff_dout_reg[9] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
168, top_santiago_cpu.\ff_dout_reg[10] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
169, top_santiago_cpu.\ff_dout_reg[11] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
170, top_santiago_cpu.\ff_dout_reg[12] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
171, top_santiago_cpu.\ff_dout_reg[13] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
172, top_santiago_cpu.\ff_dout_reg[14] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
173, top_santiago_cpu.\ff_dout_reg[15] , 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
174, top_santiago_cpu.zero_reg, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
175, top_santiago_cpu.error_reg, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-), CLR->01_cnt(yy-), pin absent, observable, used, Q->X D->X, Q->X D->X
