################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: ulisses.maffazioli
#     Report Created on: Sun Jul 12 21:06:28 2026
#     Working Directory: /home/mic63/ulisses.maffazioli/dft-labs/proj/santiago_cpu/0_synopsys_saed32_flow/_dft/advisor_flow_netlist
#     Report Location  : ./out_data/santiago/top_santiago_cpu/dft/dft_best_practice/spyglass_reports/dft/dft_data/dft_data_02.csv
#     SpyGlass Version : SpyGlass_vW-2024.09-SP2-8
#     Policy Name      : dft(SpyGlass_vW-2024.09-SP2-08)
#     Comment          : Flip-flop DFT Information
#
################################################################################
#CrossProbeTag:DFT_DATA_CSV_TAG
##Sheet_Prop: hidecols:1
##Sheet_Prop: cross-probe-data-col:1

TagId, Flip-flop Name, Bit Count, Scannability, Shift-CP-Root, Capture-CP-Root, D-Cnt in capture, RST-Cnt in capture, PRE-Cnt in capture, Observability, Used, Shift-Sim, Capture-Sim
80, top_santiago_cpu.uu_mem.mem_reg_3__2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
81, top_santiago_cpu.uu_mem.mem_reg_3__1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
82, top_santiago_cpu.uu_mem.mem_reg_3__0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
83, top_santiago_cpu.uu_mem.mem_reg_4__15_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
84, top_santiago_cpu.uu_mem.mem_reg_4__14_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
85, top_santiago_cpu.uu_mem.mem_reg_4__13_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
86, top_santiago_cpu.uu_mem.mem_reg_4__12_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
87, top_santiago_cpu.uu_mem.mem_reg_4__11_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
88, top_santiago_cpu.uu_mem.mem_reg_4__10_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
89, top_santiago_cpu.uu_mem.mem_reg_4__9_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
90, top_santiago_cpu.uu_mem.mem_reg_4__8_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
91, top_santiago_cpu.uu_mem.mem_reg_4__7_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
92, top_santiago_cpu.uu_mem.mem_reg_4__6_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
93, top_santiago_cpu.uu_mem.mem_reg_4__5_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
94, top_santiago_cpu.uu_mem.mem_reg_4__4_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
95, top_santiago_cpu.uu_mem.mem_reg_4__3_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
96, top_santiago_cpu.uu_mem.mem_reg_4__2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
97, top_santiago_cpu.uu_mem.mem_reg_4__1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
98, top_santiago_cpu.uu_mem.mem_reg_4__0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
99, top_santiago_cpu.uu_mem.mem_reg_5__15_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
100, top_santiago_cpu.uu_mem.mem_reg_5__14_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
101, top_santiago_cpu.uu_mem.mem_reg_5__13_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
102, top_santiago_cpu.uu_mem.mem_reg_5__12_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
103, top_santiago_cpu.uu_mem.mem_reg_5__11_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
104, top_santiago_cpu.uu_mem.mem_reg_5__10_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
105, top_santiago_cpu.uu_mem.mem_reg_5__9_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
106, top_santiago_cpu.uu_mem.mem_reg_5__8_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
107, top_santiago_cpu.uu_mem.mem_reg_5__7_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
108, top_santiago_cpu.uu_mem.mem_reg_5__6_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
109, top_santiago_cpu.uu_mem.mem_reg_5__5_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
110, top_santiago_cpu.uu_mem.mem_reg_5__4_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
111, top_santiago_cpu.uu_mem.mem_reg_5__3_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
112, top_santiago_cpu.uu_mem.mem_reg_5__2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
113, top_santiago_cpu.uu_mem.mem_reg_5__1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
114, top_santiago_cpu.uu_mem.mem_reg_5__0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
115, top_santiago_cpu.uu_mem.mem_reg_6__15_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
116, top_santiago_cpu.uu_mem.mem_reg_6__14_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
117, top_santiago_cpu.uu_mem.mem_reg_6__13_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
118, top_santiago_cpu.uu_mem.mem_reg_6__12_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
119, top_santiago_cpu.uu_mem.mem_reg_6__11_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
120, top_santiago_cpu.uu_mem.mem_reg_6__10_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
121, top_santiago_cpu.uu_mem.mem_reg_6__9_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
122, top_santiago_cpu.uu_mem.mem_reg_6__8_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
123, top_santiago_cpu.uu_mem.mem_reg_6__7_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
124, top_santiago_cpu.uu_mem.mem_reg_6__6_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
125, top_santiago_cpu.uu_mem.mem_reg_6__5_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
126, top_santiago_cpu.uu_mem.mem_reg_6__4_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
127, top_santiago_cpu.uu_mem.mem_reg_6__3_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
128, top_santiago_cpu.uu_mem.mem_reg_6__2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
129, top_santiago_cpu.uu_mem.mem_reg_6__1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
130, top_santiago_cpu.uu_mem.mem_reg_6__0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
131, top_santiago_cpu.uu_mem.mem_reg_7__15_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
132, top_santiago_cpu.uu_mem.mem_reg_7__14_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
133, top_santiago_cpu.uu_mem.mem_reg_7__13_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
134, top_santiago_cpu.uu_mem.mem_reg_7__12_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
135, top_santiago_cpu.uu_mem.mem_reg_7__11_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
136, top_santiago_cpu.uu_mem.mem_reg_7__10_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
137, top_santiago_cpu.uu_mem.mem_reg_7__9_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
138, top_santiago_cpu.uu_mem.mem_reg_7__8_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
139, top_santiago_cpu.uu_mem.mem_reg_7__7_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
140, top_santiago_cpu.uu_mem.mem_reg_7__6_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
141, top_santiago_cpu.uu_mem.mem_reg_7__5_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
142, top_santiago_cpu.uu_mem.mem_reg_7__4_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
143, top_santiago_cpu.uu_mem.mem_reg_7__3_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
144, top_santiago_cpu.uu_mem.mem_reg_7__2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
145, top_santiago_cpu.uu_mem.mem_reg_7__1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
146, top_santiago_cpu.uu_mem.mem_reg_7__0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
147, top_santiago_cpu.uu_ctrl.state_reg_0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), pin absent, SETB->01_cnt(yy-), observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
148, top_santiago_cpu.uu_ctrl.state_reg_3_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
149, top_santiago_cpu.uu_ctrl.state_reg_2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
150, top_santiago_cpu.uu_ctrl.state_reg_1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
151, top_santiago_cpu.ff_dout_reg_0_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
152, top_santiago_cpu.ff_dout_reg_15_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
153, top_santiago_cpu.ff_dout_reg_1_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
154, top_santiago_cpu.ff_dout_reg_2_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
155, top_santiago_cpu.ff_dout_reg_3_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
156, top_santiago_cpu.ff_dout_reg_4_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
157, top_santiago_cpu.ff_dout_reg_5_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
158, top_santiago_cpu.ff_dout_reg_6_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
159, top_santiago_cpu.ff_dout_reg_7_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
160, top_santiago_cpu.ff_dout_reg_8_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
161, top_santiago_cpu.ff_dout_reg_9_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
162, top_santiago_cpu.ff_dout_reg_10_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
163, top_santiago_cpu.ff_dout_reg_11_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
164, top_santiago_cpu.ff_dout_reg_12_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
165, top_santiago_cpu.ff_dout_reg_13_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
166, top_santiago_cpu.ff_dout_reg_14_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
167, top_santiago_cpu.error_reg, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
168, top_santiago_cpu.ff_cmd_in_reg_6_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
169, top_santiago_cpu.ff_cmd_in_reg_5_, 1, Scannable    - Inferred, clk  (rising-edge), clk  (rising-edge), D->01_cnt(yy-) SE->01_cnt(yy-) SI->01_cnt(yy-), RSTB->01_cnt(yy-), pin absent, observable, used, Q->X D->X SE->X SI->X, Q->X D->X SE->X SI->X
